id,label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum
miersmadison191,miersmadison191,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21885
dylansi32528039,dylansi32528039,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21886
zuhrazimina1987,zuhrazimina1987,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21887
lilinatitova201,lilinatitova201,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21888
loganmcintosh11,loganmcintosh11,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21889
leidamaksimova2,leidamaksimova2,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21890
dominguezrose2,dominguezrose2,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21891
holdenjake2,holdenjake2,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21892
albertrios1980,albertrios1980,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21893
vasiliipotapov2,vasiliipotapov2,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21894
brookele5,brookele5,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21895
chunggregory87,chunggregory87,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21896
parkinsonrita74,parkinsonrita74,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21897
lilianamamonto3,lilianamamonto3,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21898
MolchanovVivian,MolchanovVivian,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21899
markakolesniko3,markakolesniko3,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21900
RudolfShestakov,RudolfShestakov,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21901
lihacheveduard,lihacheveduard,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21902
ellisalex1964,ellisalex1964,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21903
rachelk71835486,rachelk71835486,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21904
ayrtonvanessa70,ayrtonvanessa70,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21905
matrenatretyak1,matrenatretyak1,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21906
ismailbelov,ismailbelov,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21907
pankratiibeloz1,pankratiibeloz1,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21908
bobrovdimitrii2,bobrovdimitrii2,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21909
meganbr42713830,meganbr42713830,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21910
vlaspanov1959,vlaspanov1959,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21911
miguelh69652360,miguelh69652360,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21912
reidhenry7,reidhenry7,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21913
petermerritt17,petermerritt17,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21914
barnescaroline3,barnescaroline3,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21915
vladlenakozlov1,vladlenakozlov1,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21916
barringtoncaro1,barringtoncaro1,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21917
olsenlorna1993,olsenlorna1993,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21918
Sdavis8Steve,Sdavis8Steve,,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17,0,21774
NickRinke,NickRinke,,0,2,2,0.0,3.0,3.0,1.0,1.0,1.0,0.0,17,0,21919
GuyEmersonMount,GuyEmersonMount,,0,1,1,0.0,1.0,1.0,14.0,0.20750087627059235,0.25417222604722534,0.0,0,0,21920
NickyPenttila,NickyPenttila,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,21921
BuckeyeChick63,BuckeyeChick63,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21922
MccurleyMaureen,MccurleyMaureen,,0,1,1,0.0,1.0,1.0,2.0,0.6,0.6666666666666666,0.0,17,0,21923
diosdadohdez96,diosdadohdez96,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,59,59,21924
MiggTe,MiggTe,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21925
hEAVEyCRUNCH,hEAVEyCRUNCH,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21926
PaulTyredagh81,PaulTyredagh81,,0,2,2,0.0,2.0,2.0,14.0,0.20777855641205326,0.2554299457334864,0.0,0,0,21927
woolleyhead12,woolleyhead12,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21928
808sAndQuakes,808sAndQuakes,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21929
jarhead_trader,jarhead_trader,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,21930
SK_Watkins,SK_Watkins,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,21931
MissAnxious,MissAnxious,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21932
MDTeresa,MDTeresa,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21933
kaylanboettjer,kaylanboettjer,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21934
kingharlaj,kingharlaj,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,21935
irenaissancemn,irenaissancemn,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,21936
wallaceout1515,wallaceout1515,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21937
CarlaMcKee12,CarlaMcKee12,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,21938
Weaselbility,Weaselbility,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21939
ovaldesviera,ovaldesviera,,0,1,1,0.0,1.0,1.0,14.0,0.20006747638326586,0.2386107053897944,0.0,0,0,21940
MianMutahar,MianMutahar,,0,19,19,0.0,22.0,22.0,13.0,0.25774526678141135,0.34886007148110715,0.0,0,0,21944
staceyhopkinsga,staceyhopkinsga,,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,21943
CoachEgghead,CoachEgghead,,0,1,1,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,21945
JustinTaylorBE,JustinTaylorBE,,0,2,2,0.0,2.0,2.0,13.0,0.2460515378221114,0.32041995166995196,0.0,0,0,21946
grainnefrances,grainnefrances,,0,3,3,0.0,3.0,3.0,13.0,0.22093889716840537,0.2652381626243346,0.0,0,0,21947
CharterFreedoms,CharterFreedoms,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,21948
WMHTPubMedia,WMHTPubMedia,,0,1,1,0.0,1.0,1.0,16.0,0.14718292380243236,0.16468119897715242,0.0,0,0,21949
iamsidneyj,iamsidneyj,,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,21942
ShadowyCorner,ShadowyCorner,,0,1,1,0.0,1.0,1.0,15.0,0.16870903391279568,0.19348477160977243,0.0,0,0,21950
ONECTGIRL,ONECTGIRL,,0,1,1,0.0,1.0,1.0,15.0,0.17425800764031737,0.2020699976433541,0.0,0,0,21951
natty_t_ice,natty_t_ice,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21952
Coopersws_,Coopersws_,,0,1,1,0.0,1.0,1.0,14.0,0.20441988950276244,0.24519941394941344,0.0,0,0,21953
WhiteJayzus,WhiteJayzus,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,21954
redneckbugg91,redneckbugg91,,0,1,1,0.0,1.0,1.0,2.0,0.6,0.6666666666666666,0.0,17,0,21955
vonpsu22,vonpsu22,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21956
omartheaggie,omartheaggie,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21957
NikKress,NikKress,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21958
christelladorv,christelladorv,,0,2,2,0.0,2.0,2.0,14.0,0.2110320284697509,0.2609948698481576,0.0,0,0,21959
nymets22,nymets22,,0,2,2,0.0,2.0,2.0,14.0,0.20427881297446515,0.24715404715404654,0.0,0,0,21960
tindependent1he,tindependent1he,,0,1,1,0.0,1.0,1.0,15.0,0.17698056801195813,0.20813848782598834,0.0,0,0,21961
taznum8,taznum8,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21962
InformedGrey,InformedGrey,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21963
KPurins,KPurins,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21964
IAMAGAME1,IAMAGAME1,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,311,305,21966
WavvyWayne,WavvyWayne,,3,0,3,3.0,0.0,3.0,0.0,0.0,0.0,0.0,311,305,21965
mommypuffin3,mommypuffin3,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,21967
kcz_ws_mike,kcz_ws_mike,,0,3,3,0.0,4.0,4.0,14.0,0.21264367816091953,0.2660367691617685,0.0,0,0,21968
Toph1234,Toph1234,,0,1,1,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,21969
DirectorTreakle,DirectorTreakle,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21970
rVz7,rVz7,,0,1,1,0.0,1.0,1.0,15.0,0.17144512018534608,0.1984765937890945,0.0,0,0,21971
devonweber,devonweber,,5,1,6,5.0,1.0,6.0,14.0,0.20657112897588256,0.2534863519635087,1213.8583042916162,0,0,324
GRANDELUNE,GRANDELUNE,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21972
sullychunk,sullychunk,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,21973
micayleee,micayleee,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,21974
MichaelEHayden,MichaelEHayden,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21975
MelodyWyles,MelodyWyles,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21976
RichLok,RichLok,,0,1,1,0.0,1.0,1.0,15.0,0.16870903391279568,0.19348477160977243,0.0,0,0,21977
pensiveparadox,pensiveparadox,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21978
Z0NU5,Z0NU5,,0,1,1,0.0,1.0,1.0,13.0,0.2116553450125134,0.24926486801486772,0.0,0,0,21979
eachorton,eachorton,,0,1,1,0.0,1.0,1.0,14.0,0.20006747638326586,0.2386107053897944,0.0,0,0,21980
nopeaseforme42,nopeaseforme42,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21981
babes4kpop,babes4kpop,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21982
noiserawker,noiserawker,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21983
darthlucas19,darthlucas19,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21984
ChaseHodges,ChaseHodges,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,21985
Annie_Centeno,Annie_Centeno,,0,1,1,0.0,1.0,1.0,14.0,0.20750087627059235,0.25417222604722534,0.0,0,0,21986
LiamRowson,LiamRowson,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21987
busse_kate,busse_kate,,0,2,2,0.0,2.0,2.0,15.0,0.17219313554392088,0.20005048911298978,0.0,0,0,21988
Em0zo,Em0zo,,0,1,1,0.0,1.0,1.0,15.0,0.16870903391279568,0.19348477160977243,0.0,0,0,21989
EPBeaumont,EPBeaumont,,0,2,2,0.0,2.0,2.0,14.0,0.20801124385101896,0.25642447829947757,0.0,0,0,21990
Reneboyd18,Reneboyd18,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,21991
eeapc,eeapc,,0,3,3,0.0,3.0,3.0,14.0,0.20808435852372584,0.2572690728940722,0.0,0,0,21992
Squidneyola,Squidneyola,,0,1,1,0.0,1.0,1.0,15.0,0.16870903391279568,0.19348477160977243,0.0,0,0,21993
BoCoTrav,BoCoTrav,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21994
vstoudt,vstoudt,,0,1,1,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,21995
Destiny_Lopez16,Destiny_Lopez16,,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17,0,21861
onderick_onder3,onderick_onder3,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,21996
RottenToesJones,RottenToesJones,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,21997
laurennn__t,laurennn__t,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21998
LauraAkers,LauraAkers,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,21999
FerretParty,FerretParty,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22000
_shan_h,_shan_h,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22001
BigDAK54,BigDAK54,,0,1,1,0.0,1.0,1.0,2.0,0.6666666666666666,0.75,0.0,0,0,22002
jacquelinedreal,jacquelinedreal,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22003
TJmansberger,TJmansberger,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22004
Luvrastanana,Luvrastanana,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22005
vegangymmie,vegangymmie,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,312,306,22007
NASCAR_Wonka,NASCAR_Wonka,,2,0,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,312,306,22006
LANorton102,LANorton102,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22008
jdwk4748,jdwk4748,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,22009
LorenzoColombis,LorenzoColombis,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22010
SweetieTweetie_,SweetieTweetie_,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22011
DanDaneymann,DanDaneymann,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22012
Jaycephus_Jay,Jaycephus_Jay,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,22013
reesetheone1,reesetheone1,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22014
dhulk3,dhulk3,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22015
Ja_Chelle,Ja_Chelle,,0,1,1,0.0,1.0,1.0,15.0,0.17304881613563286,0.20142597173847243,0.0,0,0,22016
MadBawden,MadBawden,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22017
Desert_Author,Desert_Author,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22018
efr6046x,efr6046x,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22019
Sherler22,Sherler22,,0,2,2,0.0,3.0,3.0,14.0,0.20735551663747812,0.2537901475401469,0.0,0,0,22020
brandy_bartley1,brandy_bartley1,,0,1,1,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,22021
Jaydesuks,Jaydesuks,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22022
albrtomndz16,albrtomndz16,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22023
PCKnives,PCKnives,,0,1,1,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,22024
rcarr57,rcarr57,,0,1,1,0.0,1.0,1.0,13.0,0.24594931449937682,0.31957535707535734,0.0,0,0,22025
SeleneMSC,SeleneMSC,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22026
irinagranatna,irinagranatna,,0,1,1,0.0,1.0,1.0,16.0,0.15384615384615385,0.17746339855714913,0.0,0,0,22027
PatOBrien33,PatOBrien33,,0,1,1,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,22028
Hi_Im_Brittney,Hi_Im_Brittney,,0,1,1,0.0,1.0,1.0,15.0,0.16870903391279568,0.19348477160977243,0.0,0,0,22029
BetsyLovesYouu,BetsyLovesYouu,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22030
jeanj312,jeanj312,,0,2,2,0.0,2.0,2.0,14.0,0.21341023792357605,0.26650732900732826,0.0,0,0,22031
SergioS29,SergioS29,,0,1,1,0.0,1.0,1.0,2.0,0.6666666666666666,0.75,0.0,17,0,22032
Kimberley1222,Kimberley1222,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22033
sdhab,sdhab,,0,1,1,0.0,1.0,1.0,15.0,0.16870903391279568,0.19348477160977243,0.0,0,0,22034
RitaLeach9,RitaLeach9,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,22035
etlatt,etlatt,,0,3,3,0.0,4.0,4.0,13.0,0.25148683092608326,0.33131522194022234,0.0,0,0,22036
Finntastickid,Finntastickid,,0,1,1,0.0,1.0,1.0,14.0,0.20750087627059235,0.25417222604722534,0.0,0,0,22037
GraceKraft,GraceKraft,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22038
Caseyatthebat1,Caseyatthebat1,,0,1,1,0.0,1.0,1.0,2.0,0.6666666666666666,0.75,0.0,17,0,22039
TLeBuck,TLeBuck,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,22040
Benzy101,Benzy101,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22041
ladydshops,ladydshops,,0,4,4,0.0,5.0,5.0,1.0,1.0,1.0,0.0,17,0,22042
FactsVsOpinion,FactsVsOpinion,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,22043
M_aria96,M_aria96,,0,1,1,0.0,1.0,1.0,15.0,0.16870903391279568,0.19348477160977243,0.0,0,0,22044
HenJoeSchmoe,HenJoeSchmoe,,0,1,1,0.0,1.0,1.0,15.0,0.16870903391279568,0.19348477160977243,0.0,0,0,22045
NILLOC916,NILLOC916,,0,2,2,0.0,2.0,2.0,13.0,0.2490534286916281,0.3255076286326289,0.0,0,0,22046
slipson75,slipson75,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22047
Seinfelds_List,Seinfelds_List,,0,1,1,0.0,1.0,1.0,15.0,0.16870903391279568,0.19348477160977243,0.0,0,0,22048
alecia_noelle,alecia_noelle,,0,1,1,0.0,1.0,1.0,15.0,0.16870903391279568,0.19348477160977243,0.0,0,0,22049
unichicago,unichicago,,9,0,9,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0,0,309
4anniereilly,4anniereilly,,1,1,2,1.0,1.0,2.0,15.0,0.1693181818181818,0.19403185367950543,6.0,0,0,19992
PiratessUnluck,PiratessUnluck,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22050
RandyMarshtache,RandyMarshtache,,0,1,1,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,22051
gotsmarter,gotsmarter,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22052
bike_hell,bike_hell,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22053
SasquatchKLo,SasquatchKLo,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22054
BlipService,BlipService,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,22055
rochshelly,rochshelly,,0,1,1,0.0,1.0,1.0,15.0,0.16870903391279568,0.19348477160977243,0.0,0,0,22056
_matthigh,_matthigh,,0,1,1,0.0,1.0,1.0,15.0,0.16870903391279568,0.19348477160977243,0.0,0,0,22057
rabebez,rabebez,,0,1,1,0.0,1.0,1.0,15.0,0.16870903391279568,0.19348477160977243,0.0,0,0,22058
mikedarner,mikedarner,,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0,0,22059
stranaconda,stranaconda,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,22060
susanghazvi,susanghazvi,,0,1,1,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,22061
_Izoona_,_Izoona_,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22062
Chief_Onuoha,Chief_Onuoha,,1,1,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,17,0,22063
ZachCovey13,ZachCovey13,,0,1,1,0.0,1.0,1.0,13.0,0.21950315164998146,0.26073124510624496,0.0,0,0,22064
corkyengel,corkyengel,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,22065
TheresaKereakes,TheresaKereakes,,0,1,1,0.0,1.0,1.0,15.0,0.16870903391279568,0.19348477160977243,0.0,0,0,22066
margotfriedman,margotfriedman,,0,4,4,0.0,4.0,4.0,14.0,0.21467293097217202,0.2705001694900679,0.0,0,0,22067
cindy_stemple,cindy_stemple,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22068
JudahMoscato,JudahMoscato,,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,21941
tholzerman,tholzerman,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22069
openhouseaudio,openhouseaudio,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,22070
bobofseattle,bobofseattle,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,22071
asides_besides,asides_besides,,0,2,2,0.0,2.0,2.0,15.0,0.1814281336193687,0.21925697238197267,0.0,0,0,22072
Bexarini,Bexarini,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22073
adub804ever,adub804ever,,0,2,2,0.0,2.0,2.0,14.0,0.20315717227179136,0.24373544998544946,0.0,0,0,22074
dkoukla,dkoukla,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22075
E_McDevitt,E_McDevitt,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22076
AtmaGail,AtmaGail,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22077
IGD_News,IGD_News,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22078
OakCliffITGuy,OakCliffITGuy,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,22079
reyaltyy,reyaltyy,,0,1,1,0.0,1.0,1.0,15.0,0.16870903391279568,0.19348477160977243,0.0,0,0,22080
Annggg_e,Annggg_e,,0,2,2,0.0,2.0,2.0,15.0,0.16880524664955804,0.19461089773589857,0.0,0,0,22081
amoah_ekua,amoah_ekua,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,22082
724_393,724_393,,0,3,3,0.0,3.0,3.0,14.0,0.20818754373687895,0.25681225403914415,0.0,17,0,22083
golgatha,golgatha,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,22084
_KaseyLynne_,_KaseyLynne_,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22085
RandallBeard88,RandallBeard88,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,22086
whyteboyda1stt,whyteboyda1stt,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22087
Michelle_523,Michelle_523,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22088
stephjoke,stephjoke,,0,1,1,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,22089
RatifyReality,RatifyReality,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,22090
ProgressOhio,ProgressOhio,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22091
medicineranch,medicineranch,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,22092
aa_kypros,aa_kypros,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22093
Franield,Franield,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22094
castiglioni_B,castiglioni_B,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22095
michaelchris_94,michaelchris_94,,0,2,2,0.0,2.0,2.0,14.0,0.2091133874955846,0.2569352569352562,0.0,0,0,22096
heydilgarcia,heydilgarcia,,0,1,1,0.0,1.0,1.0,15.0,0.1791767554479419,0.2123071654321658,0.0,0,0,22097
mikeclevenger,mikeclevenger,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22098
The_Nunnster,The_Nunnster,,0,1,1,0.0,1.0,1.0,13.0,0.2116553450125134,0.24926486801486772,0.0,0,0,22099
Bighurt815,Bighurt815,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22100
ElectPiperFogle,ElectPiperFogle,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,22101
Patriarchy_HQ,Patriarchy_HQ,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,22102
terri_georgia,terri_georgia,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22103
OhSheTwalling,OhSheTwalling,,0,2,2,0.0,2.0,2.0,14.0,0.1985910768198591,0.23829384766884726,0.0,0,0,22104
AfarBell,AfarBell,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,22105
hnw0414,hnw0414,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22106
epstmlgy,epstmlgy,,0,3,3,0.0,3.0,3.0,14.0,0.20837733192537838,0.25735353235353164,0.0,0,0,22107
HellmichMa,HellmichMa,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,22108
padriveum,padriveum,,0,1,1,0.0,2.0,2.0,14.0,0.20696791997240427,0.2522713582713577,0.0,0,0,22109
ActualHetaTrash,ActualHetaTrash,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,22110
Spamky423,Spamky423,,0,1,1,0.0,1.0,1.0,15.0,0.17304881613563286,0.20142597173847243,0.0,0,0,22111
